,id,device_id,_id,_xt,ei,si,dt,s,c,y,m,d,p
1901,70160,4553,60ad6da24fce3476558fc1ae,1621978530197,352413080063513,9226101112454760,2021-05-25T21:35:30.197Z,::ffff:109.166.129.86,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:38:37;reply;8;2032;;,2021,5,25,H13
1902,70162,4553,60ad6dc14fce3476558fc1b4,1621978561800,352413080063513,9226101112454760,2021-05-25T21:36:01.800Z,::ffff:109.166.134.220,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:39:08;reply;8;2032;;,2021,5,25,H13
1903,70164,4553,60ad6de14fce3476558fc1ba,1621978593082,352413080063513,9226101112454760,2021-05-25T21:36:33.082Z,::ffff:37.251.223.89,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:39:40;reply;8;2032;;,2021,5,25,H13
1904,70166,4553,60ad6e004fce3476558fc1c0,1621978624184,352413080063513,9226101112454760,2021-05-25T21:37:04.184Z,::ffff:37.251.221.134,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:40:11;reply;8;2032;;,2021,5,25,H13
1905,70168,4553,60ad6e1f4fce3476558fc1ca,1621978655346,352413080063513,9226101112454760,2021-05-25T21:37:35.346Z,::ffff:185.53.199.90,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:40:42;reply;8;2032;;",2021,5,25,H13
1906,70169,4553,60ad6e3e4fce3476558fc1cc,1621978686504,352413080063513,9226101112454760,2021-05-25T21:38:06.504Z,::ffff:109.166.136.221,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:41:13;reply;8;2032;;,2021,5,25,H13
1907,70170,4553,60ad6e5d4fce3476558fc1d0,1621978717301,352413080063513,9226101112454760,2021-05-25T21:38:37.301Z,::ffff:93.122.250.22,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:41:44;reply;8;2032;
;",2021,5,25,H13
1908,70171,4553,60ad6e7b4fce3476558fc1d2,1621978747803,352413080063513,9226101112454760,2021-05-25T21:39:07.803Z,::ffff:109.166.137.227,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:42:14;reply;8;2032;;,2021,5,25,H13
1909,70172,4553,60ad6e9a4fce3476558fc1d6,1621978778805,352413080063513,9226101112454760,2021-05-25T21:39:38.805Z,::ffff:37.251.222.178,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:42:45;reply;8;2032;;,2021,5,25,H13
1910,70173,4553,60ad6eba4fce3476558fc1d8,1621978810122,352413080063513,9226101112454760,2021-05-25T21:40:10.122Z,::ffff:109.166.131.227,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:43:17;reply;8;2032;;,2021,5,25,H13
1911,70174,4553,60ad6ed84fce3476558fc1dc,1621978840861,352413080063513,9226101112454760,2021-05-25T21:40:40.861Z,::ffff:109.166.134.91,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:43:47;reply;8;2032;;,2021,5,25,H13
1912,70175,4553,60ad6ef84fce3476558fc1de,1621978872465,352413080063513,9226101112454760,2021-05-25T21:41:12.465Z,::ffff:37.251.220.19,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:44:19;reply;8;2031;;,2021,5,25,H13
1913,70176,4553,60ad6f174fce3476558fc1e2,1621978903745,352413080063513,9226101112454760,2021-05-25T21:41:43.745Z,::ffff:37.251.223.77,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:44:50;reply;8;2031;;,2021,5,25,H13
1914,70177,4553,60ad6f364fce3476558fc1e4,1621978934928,352413080063513,9226101112454760,2021-05-25T21:42:14.928Z,::ffff:185.53.198.241,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:45:21;reply;8;2031;;,2021,5,25,H13
1915,70178,4553,60ad6f554fce3476558fc1e8,1621978965968,352413080063513,9226101112454760,2021-05-25T21:42:45.968Z,::ffff:185.53.198.74,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:45:53;reply;8;2031;;,2021,5,25,H13
1916,70179,4553,60ad6f754fce3476558fc1ea,1621978997161,352413080063513,9226101112454760,2021-05-25T21:43:17.161Z,::ffff:109.166.135.167,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:46:24;reply;8;2031;;,2021,5,25,H13
1917,70180,4553,60ad6f934fce3476558fc1ee,1621979027981,352413080063513,9226101112454760,2021-05-25T21:43:47.981Z,::ffff:93.122.250.53,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:46:55;reply;8;2031;;,2021,5,25,H13
1918,70181,4553,60ad6fb24fce3476558fc1f0,1621979058378,352413080063513,9226101112454760,2021-05-25T21:44:18.378Z,::ffff:93.122.249.85,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:47:25;reply;8;2031;;,2021,5,25,H13
1919,70182,4553,60ad6fd24fce3476558fc1f4,1621979090299,352413080063513,9226101112454760,2021-05-25T21:44:50.299Z,::ffff:93.122.251.65,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:47:57;reply;8;2031;;,2021,5,25,H13
1920,70183,4553,60ad6ff24fce3476558fc1f6,1621979122022,352413080063513,9226101112454760,2021-05-25T21:45:22.022Z,::ffff:37.251.222.0,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:48:28;reply;8;2031;;,2021,5,25,H13
1921,70184,4553,60ad70114fce3476558fc1fa,1621979153220,352413080063513,9226101112454760,2021-05-25T21:45:53.220Z,::ffff:93.122.248.99,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:49:00;reply;8;2031;;,2021,5,25,H13
1922,70185,4553,60ad70304fce3476558fc1fc,1621979184363,352413080063513,9226101112454760,2021-05-25T21:46:24.363Z,::ffff:109.166.138.223,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:49:31;reply;8;2031;;,2021,5,25,H13
1923,70186,4553,60ad70504fce3476558fc200,1621979216244,352413080063513,9226101112454760,2021-05-25T21:46:56.244Z,::ffff:185.53.198.37,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:50:03;reply;8;2031;;,2021,5,25,H13
1924,70187,4553,60ad706f4fce3476558fc204,1621979247441,352413080063513,9226101112454760,2021-05-25T21:47:27.441Z,::ffff:109.166.138.159,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:50:34;reply;8;2031;;,2021,5,25,H13
1925,70188,4553,60ad708e4fce3476558fc208,1621979278481,352413080063513,9226101112454760,2021-05-25T21:47:58.481Z,::ffff:109.166.133.210,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:51:05;reply;8;2031;;",2021,5,25,H13
1926,70189,4553,60ad70ad4fce3476558fc20c,1621979309868,352413080063513,9226101112454760,2021-05-25T21:48:29.868Z,::ffff:185.53.199.188,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:51:36;reply;8;2030;
;",2021,5,25,H13
1927,70191,4553,60ad70cc4fce3476558fc212,1621979340584,352413080063513,9226101112454760,2021-05-25T21:49:00.584Z,::ffff:37.251.221.233,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:52:07;reply;8;2030;;,2021,5,25,H13
1928,70193,4553,60ad70eb4fce3476558fc216,1621979371638,352413080063513,9226101112454760,2021-05-25T21:49:31.638Z,::ffff:93.122.249.3,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:52:38;reply;8;2030;;,2021,5,25,H13
1929,70195,4553,60ad710a4fce3476558fc21e,1621979402047,352413080063513,9226101112454760,2021-05-25T21:50:02.047Z,::ffff:185.53.199.215,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:53:09;reply;8;2030;;,2021,5,25,H13
1930,70196,4553,60ad71294fce3476558fc222,1621979433979,352413080063513,9226101112454760,2021-05-25T21:50:33.979Z,::ffff:93.122.248.29,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:53:40;reply;8;2030;;",2021,5,25,H13
1931,70197,4553,60ad71484fce3476558fc226,1621979464929,352413080063513,9226101112454760,2021-05-25T21:51:04.929Z,::ffff:109.166.138.151,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:54:11;reply;8;2030;;,2021,5,25,H13
1932,70198,4553,60ad71674fce3476558fc228,1621979495086,352413080063513,9226101112454760,2021-05-25T21:51:35.086Z,::ffff:109.166.138.175,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:54:42;reply;8;2030;
;",2021,5,25,H13
1933,70199,4553,60ad71854fce3476558fc22c,1621979525185,352413080063513,9226101112454760,2021-05-25T21:52:05.185Z,::ffff:185.53.196.96,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:55:12;reply;8;2030;;,2021,5,25,H13
1934,70200,4553,60ad71a44fce3476558fc22e,1621979556346,352413080063513,9226101112454760,2021-05-25T21:52:36.346Z,::ffff:37.251.223.4,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:55:43;reply;8;2030;;,2021,5,25,H13
1935,70201,4553,60ad71c34fce3476558fc232,1621979587320,352413080063513,9226101112454760,2021-05-25T21:53:07.320Z,::ffff:93.122.248.70,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:56:14;reply;8;2030;	;,2021,5,25,H13
1936,70202,4553,60ad71e14fce3476558fc234,1621979617425,352413080063513,9226101112454760,2021-05-25T21:53:37.425Z,::ffff:37.251.221.42,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;00:56:44;reply;8;2030;;,2021,5,25,H13
1937,70211,4553,60ad74864fce3476558fc24e,1621980294122,352413080063513,9226101112454760,2021-05-25T22:04:54.122Z,::ffff:37.251.221.42,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:08:01;reply;8;2030;;,2021,5,25,H13
1938,70213,4553,60ad74a44fce3476558fc254,1621980324825,352413080063513,9226101112454760,2021-05-25T22:05:24.825Z,::ffff:109.166.136.193,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:08:31;reply;8;2030;;,2021,5,25,H13
1939,70215,4553,60ad74c34fce3476558fc25a,1621980355781,352413080063513,9226101112454760,2021-05-25T22:05:55.781Z,::ffff:109.166.129.153,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:09:02;reply;8;2030;;",2021,5,25,H13
1940,70217,4553,60ad74e34fce3476558fc260,1621980387309,352413080063513,9226101112454760,2021-05-25T22:06:27.309Z,::ffff:185.53.199.164,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:09:34;reply;8;2030;;,2021,5,25,H13
1941,70219,4553,60ad75014fce3476558fc266,1621980417769,352413080063513,9226101112454760,2021-05-25T22:06:57.769Z,::ffff:185.53.197.13,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:10:04;reply;8;2030;;,2021,5,25,H13
1942,70220,4553,60ad75204fce3476558fc26b,1621980448386,352413080063513,9226101112454760,2021-05-25T22:07:28.386Z,::ffff:109.166.136.79,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:10:35;reply;8;2030;;,2021,5,25,H13
1943,70224,4553,60ad77c84fce3476558fc278,1621981128647,352413080063513,9226101112454760,2021-05-25T22:18:48.647Z,::ffff:109.166.136.79,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:21:55;reply;8;2030;;,2021,5,25,H13
1944,70225,4553,60ad77e74fce3476558fc27a,1621981159221,352413080063513,9226101112454760,2021-05-25T22:19:19.221Z,::ffff:37.251.222.7,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:22:26;reply;8;2030;;,2021,5,25,H13
1945,70226,4553,60ad78054fce3476558fc27e,1621981189888,352413080063513,9226101112454760,2021-05-25T22:19:49.888Z,::ffff:109.166.136.217,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:22:56;reply;8;2030;	;,2021,5,25,H13
1946,70228,4553,60ad78244fce3476558fc282,1621981220419,352413080063513,9226101112454760,2021-05-25T22:20:20.419Z,::ffff:109.166.128.167,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:23:27;reply;8;2030;
;",2021,5,25,H13
1947,70230,4553,60ad78434fce3476558fc288,1621981251259,352413080063513,9226101112454760,2021-05-25T22:20:51.259Z,::ffff:93.122.250.27,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:23:58;reply;8;2030;;,2021,5,25,H13
1948,70232,4553,60ad78634fce3476558fc28e,1621981283022,352413080063513,9226101112454760,2021-05-25T22:21:23.022Z,::ffff:93.122.249.12,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:24:29;reply;8;2030;;,2021,5,25,H13
1949,70255,4553,60ad7b054fce3476558fc2d3,1621981957362,352413080063513,9226101112454760,2021-05-25T22:32:37.362Z,::ffff:93.122.249.12,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:35:44;reply;8;2030;;,2021,5,25,H13
1950,70257,4553,60ad7b234fce3476558fc2d7,1621981987781,352413080063513,9226101112454760,2021-05-25T22:33:07.781Z,::ffff:93.122.250.159,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:36:14;reply;8;2030;
;",2021,5,25,H13
1951,70259,4553,60ad7b424fce3476558fc2df,1621982018300,352413080063513,9226101112454760,2021-05-25T22:33:38.300Z,::ffff:37.251.220.223,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:36:45;reply;8;2030;;,2021,5,25,H13
1952,70261,4553,60ad7b604fce3476558fc2e3,1621982048459,352413080063513,9226101112454760,2021-05-25T22:34:08.459Z,::ffff:93.122.250.31,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:37:15;reply;8;2030;;,2021,5,25,H13
1953,70263,4553,60ad7b7e4fce3476558fc2eb,1621982078598,352413080063513,9226101112454760,2021-05-25T22:34:38.598Z,::ffff:109.166.131.84,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:37:45;reply;8;2030;;,2021,5,25,H13
1954,70265,4553,60ad7b9e4fce3476558fc2ef,1621982110942,352413080063513,9226101112454760,2021-05-25T22:35:10.942Z,::ffff:37.251.223.64,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:38:17;reply;8;2030;;,2021,5,25,H13
1955,70267,4553,60ad7bbd4fce3476558fc2f7,1621982141743,352413080063513,9226101112454760,2021-05-25T22:35:41.743Z,::ffff:109.166.136.194,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:38:48;reply;8;2030;;,2021,5,25,H13
1956,70269,4553,60ad7bdb4fce3476558fc2fb,1621982171987,352413080063513,9226101112454760,2021-05-25T22:36:11.987Z,::ffff:185.53.199.206,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:39:19;reply;8;2030;;,2021,5,25,H13
1957,70271,4553,60ad7bfa4fce3476558fc303,1621982202903,352413080063513,9226101112454760,2021-05-25T22:36:42.903Z,::ffff:37.251.222.175,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:39:49;reply;8;2030;c;,2021,5,25,H13
1958,70273,4553,60ad7c194fce3476558fc309,1621982233241,352413080063513,9226101112454760,2021-05-25T22:37:13.241Z,::ffff:93.122.250.241,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:40:20;reply;8;2028;;,2021,5,25,H13
1959,70275,4553,60ad7ec94fce3476558fc30f,1621982921983,352413080063513,9226101112454760,2021-05-25T22:48:41.983Z,::ffff:93.122.250.241,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:51:48;reply;8;2028;c;,2021,5,25,H13
1960,70277,4553,60ad7ee84fce3476558fc315,1621982952363,352413080063513,9226101112454760,2021-05-25T22:49:12.363Z,::ffff:37.251.221.250,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:52:19;reply;8;2028;d;,2021,5,25,H13
1961,70279,4553,60ad7f074fce3476558fc31b,1621982983640,352413080063513,9226101112454760,2021-05-25T22:49:43.640Z,::ffff:37.251.221.129,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:52:50;reply;8;2028;;,2021,5,25,H13
1962,70281,4553,60ad7f264fce3476558fc321,1621983014803,352413080063513,9226101112454760,2021-05-25T22:50:14.803Z,::ffff:93.122.249.69,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:53:21;reply;8;2028;;,2021,5,25,H13
1963,70283,4553,60ad7f454fce3476558fc327,1621983045591,352413080063513,9226101112454760,2021-05-25T22:50:45.591Z,::ffff:185.53.197.212,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:53:52;reply;8;2028;;,2021,5,25,H13
1964,70285,4553,60ad7f644fce3476558fc32f,1621983076218,352413080063513,9226101112454760,2021-05-25T22:51:16.218Z,::ffff:93.122.249.180,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:54:23;reply;8;2028;;,2021,5,25,H13
1965,70287,4553,60ad7f824fce3476558fc335,1621983106845,352413080063513,9226101112454760,2021-05-25T22:51:46.845Z,::ffff:37.251.221.7,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;01:54:53;reply;8;2028;d;,2021,5,25,H13
1966,70297,4553,60ad82304fce3476558fc357,1621983792905,352413080063513,9226101112454760,2021-05-25T23:03:12.905Z,::ffff:37.251.221.7,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:06:19;reply;8;2028;d;,2021,5,25,H13
1967,70298,4553,60ad82504fce3476558fc359,1621983824641,352413080063513,9226101112454760,2021-05-25T23:03:44.641Z,::ffff:93.122.248.94,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:06:51;reply;8;2028;;,2021,5,25,H13
1968,70299,4553,60ad82704fce3476558fc35d,1621983856343,352413080063513,9226101112454760,2021-05-25T23:04:16.343Z,::ffff:185.53.197.123,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:07:23;reply;8;2028;;,2021,5,25,H13
1969,70300,4553,60ad82904fce3476558fc361,1621983888107,352413080063513,9226101112454760,2021-05-25T23:04:48.107Z,::ffff:109.166.136.203,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:07:54;reply;8;2028;d;,2021,5,25,H13
1970,70309,4553,60ad853f4fce3476558fc37d,1621984575527,352413080063513,9226101112454760,2021-05-25T23:16:15.527Z,::ffff:109.166.136.203,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:19:22;reply;8;2028;;,2021,5,25,H13
1971,70310,4553,60ad855e4fce3476558fc386,1621984606687,352413080063513,9226101112454760,2021-05-25T23:16:46.687Z,::ffff:185.53.198.47,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:19:53;reply;8;2028;b;,2021,5,25,H13
1972,70311,4553,60ad857d4fce3476558fc38a,1621984637684,352413080063513,9226101112454760,2021-05-25T23:17:17.684Z,::ffff:37.251.220.130,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:20:24;reply;8;2028;;,2021,5,25,H13
1973,70312,4553,60ad859c4fce3476558fc38e,1621984668739,352413080063513,9226101112454760,2021-05-25T23:17:48.739Z,::ffff:109.166.134.121,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:20:55;reply;8;2028;;,2021,5,25,H13
1974,70313,4553,60ad85bb4fce3476558fc392,1621984699764,352413080063513,9226101112454760,2021-05-25T23:18:19.764Z,::ffff:109.166.137.230,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:21:26;reply;8;2028;;,2021,5,25,H13
1975,70329,4553,60ad886c4fce3476558fc3c2,1621985388768,352413080063513,9226101112454760,2021-05-25T23:29:48.768Z,::ffff:109.166.137.230,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:32:55;reply;8;2028;;,2021,5,25,H13
1976,70331,4553,60ad888b4fce3476558fc3c6,1621985419201,352413080063513,9226101112454760,2021-05-25T23:30:19.201Z,::ffff:93.122.248.59,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:33:26;reply;8;2028;;,2021,5,25,H13
1977,70333,4553,60ad88a94fce3476558fc3ce,1621985449305,352413080063513,9226101112454760,2021-05-25T23:30:49.305Z,::ffff:37.251.223.170,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:33:56;reply;8;2028;c;,2021,5,25,H13
1978,70335,4553,60ad88c84fce3476558fc3d2,1621985480547,352413080063513,9226101112454760,2021-05-25T23:31:20.547Z,::ffff:109.166.138.153,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:34:27;reply;8;2028;d;,2021,5,25,H13
1979,70337,4553,60ad88e74fce3476558fc3da,1621985511488,352413080063513,9226101112454760,2021-05-25T23:31:51.488Z,::ffff:185.53.197.161,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:34:58;reply;8;2028;`;,2021,5,25,H13
1980,70339,4553,60ad89054fce3476558fc3de,1621985541624,352413080063513,9226101112454760,2021-05-25T23:32:21.624Z,::ffff:109.166.136.103,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:35:28;reply;8;2028;b;,2021,5,25,H13
1981,70341,4553,60ad89244fce3476558fc3e6,1621985572746,352413080063513,9226101112454760,2021-05-25T23:32:52.746Z,::ffff:109.166.138.98,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:35:59;reply;8;2028;^;,2021,5,25,H13
1982,70343,4553,60ad89434fce3476558fc3ea,1621985603986,352413080063513,9226101112454760,2021-05-25T23:33:23.986Z,::ffff:37.251.220.226,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:36:31;reply;8;1027;;,2021,5,25,H13
1983,70345,4553,60ad89634fce3476558fc3f2,1621985635001,352413080063513,9226101112454760,2021-05-25T23:33:55.001Z,::ffff:109.166.129.48,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:37:02;reply;8;1027;;,2021,5,25,H13
1984,70347,4553,60ad89824fce3476558fc3f6,1621985666426,352413080063513,9226101112454760,2021-05-25T23:34:26.426Z,::ffff:185.53.198.114,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:37:33;reply;8;1026;;,2021,5,25,H13
1985,70349,4553,60ad89a14fce3476558fc3fd,1621985697180,352413080063513,9226101112454760,2021-05-25T23:34:57.180Z,::ffff:109.166.131.237,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:38:04;reply;8;1026;;,2021,5,25,H13
1986,70351,4553,60ad89c04fce3476558fc401,1621985728747,352413080063513,9226101112454760,2021-05-25T23:35:28.747Z,::ffff:109.166.136.162,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:38:35;reply;8;1025;;,2021,5,25,H13
1987,70353,4553,60ad89e04fce3476558fc408,1621985760081,352413080063513,9226101112454760,2021-05-25T23:36:00.081Z,::ffff:37.251.221.62,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:39:07;reply;8;1025;;,2021,5,25,H13
1988,70355,4553,60ad89ff4fce3476558fc40d,1621985791101,352413080063513,9226101112454760,2021-05-25T23:36:31.101Z,::ffff:109.166.136.143,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:39:38;reply;8;1024;b;,2021,5,25,H13
1989,70357,4553,60ad8a1e4fce3476558fc415,1621985822118,352413080063513,9226101112454760,2021-05-25T23:37:02.118Z,::ffff:93.122.250.139,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:40:09;reply;8;1024;;,2021,5,25,H13
1990,70359,4553,60ad8a3c4fce3476558fc419,1621985852388,352413080063513,9226101112454760,2021-05-25T23:37:32.388Z,::ffff:109.166.131.63,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:40:39;reply;8;1024;;,2021,5,25,H13
1991,70361,4553,60ad8a5a4fce3476558fc421,1621985882482,352413080063513,9226101112454760,2021-05-25T23:38:02.482Z,::ffff:37.251.220.123,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:41:09;reply;8;1024;;,2021,5,25,H13
1992,70363,4553,60ad8a794fce3476558fc425,1621985913647,352413080063513,9226101112454760,2021-05-25T23:38:33.647Z,::ffff:109.166.137.247,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:41:40;reply;8;1024;;,2021,5,25,H13
1993,70365,4553,60ad8a984fce3476558fc42d,1621985944525,352413080063513,9226101112454760,2021-05-25T23:39:04.525Z,::ffff:185.53.198.38,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:42:11;reply;8;1024;;",2021,5,25,H13
1994,70367,4553,60ad8ab64fce3476558fc431,1621985974759,352413080063513,9226101112454760,2021-05-25T23:39:34.759Z,::ffff:109.166.128.180,"#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:42:41;reply;8;1024;
;",2021,5,25,H13
1995,70369,4553,60ad8ad44fce3476558fc439,1621986004867,352413080063513,9226101112454760,2021-05-25T23:40:04.867Z,::ffff:185.53.197.203,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:43:11;reply;8;1024;;,2021,5,25,H13
1996,70371,4553,60ad8af44fce3476558fc43d,1621986036060,352413080063513,9226101112454760,2021-05-25T23:40:36.060Z,::ffff:109.166.133.207,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:43:43;reply;8;1024;;,2021,5,25,H13
1997,70373,4553,60ad8b124fce3476558fc445,1621986066942,352413080063513,9226101112454760,2021-05-25T23:41:06.942Z,::ffff:93.122.251.224,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:44:13;reply;8;1024;	;,2021,5,25,H13
1998,70375,4553,60ad8b314fce3476558fc449,1621986097123,352413080063513,9226101112454760,2021-05-25T23:41:37.123Z,::ffff:109.166.128.189,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:44:44;reply;8;1024;;,2021,5,25,H13
1999,70376,4553,60ad8b4f4fce3476558fc450,1621986127224,352413080063513,9226101112454760,2021-05-25T23:42:07.224Z,::ffff:93.122.251.130,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:45:14;reply;8;1024;;,2021,5,25,H13
2000,70378,4553,60ad8b6e4fce3476558fc454,1621986158484,352413080063513,9226101112454760,2021-05-25T23:42:38.484Z,::ffff:109.166.136.186,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:45:45;reply;8;1024;;,2021,5,25,H13
2001,70380,4553,60ad8b8d4fce3476558fc45b,1621986189441,352413080063513,9226101112454760,2021-05-25T23:43:09.441Z,::ffff:37.251.220.210,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:46:16;reply;8;1024;;,2021,5,25,H13
2002,70382,4553,60ad8bac4fce3476558fc45f,1621986220688,352413080063513,9226101112454760,2021-05-25T23:43:40.688Z,::ffff:185.53.197.110,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:46:47;reply;8;1023;;,2021,5,25,H13
2003,70384,4553,60ad8bcb4fce3476558fc467,1621986251504,352413080063513,9226101112454760,2021-05-25T23:44:11.504Z,::ffff:37.251.221.212,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:47:18;reply;8;1023;;,2021,5,25,H13
2004,70386,4553,60ad8be94fce3476558fc46d,1621986281864,352413080063513,9226101112454760,2021-05-25T23:44:41.864Z,::ffff:93.122.250.148,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:47:48;reply;8;1023;c;,2021,5,25,H13
2005,70388,4553,60ad8c084fce3476558fc475,1621986312704,352413080063513,9226101112454760,2021-05-25T23:45:12.704Z,::ffff:109.166.131.136,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:48:19;reply;8;1023;d;,2021,5,25,H13
2006,70390,4553,60ad8c274fce3476558fc47b,1621986343066,352413080063513,9226101112454760,2021-05-25T23:45:43.066Z,::ffff:37.251.222.184,#@H13@#;352413080063513;9226101112454760;862182;2021-05-26;02:48:50;reply;8;1022;;,2021,5,25,H13
